iter	MultiClass
118	0.6299148556
119	0.6296635194
120	0.6293684421
121	0.629315778
122	0.6291312289
123	0.628956179
124	0.6288447882
125	0.6286565185
126	0.628382438
127	0.6281514938
128	0.6280178381
129	0.6278079121
130	0.6276366078
131	0.6274332152
132	0.6271984736
133	0.6270397368
134	0.6268790328
135	0.6264641152
136	0.6263683648
137	0.626115527
138	0.6259409043
139	0.6255496656
140	0.6252070206
141	0.6247887328
142	0.6246608647
143	0.624419544
144	0.6242474307
145	0.6241652805
146	0.6238932557
147	0.6237565013
148	0.6236238036
149	0.6234991737
150	0.6234224483
151	0.6233005063
152	0.623202764
153	0.6230716413
154	0.6230088754
155	0.622936356
156	0.6228221269
157	0.6226898049
158	0.6225600052
159	0.6223792659
160	0.6222267631
161	0.6219371668
162	0.6217117542
163	0.6216233271
164	0.6213243684
165	0.6210799095
166	0.6209708763
167	0.6208076233
168	0.6206055264
169	0.6204435046
170	0.6201987689
171	0.6201471456
172	0.619776101
173	0.6196414447
174	0.6195460799
175	0.6194775018
176	0.6193364706
177	0.6192995405
178	0.6191791416
179	0.6189672232
180	0.618869075
181	0.6187694837
182	0.6186671072
183	0.6184772076
184	0.6183670921
185	0.6183350222
186	0.6181167684
187	0.617880826
188	0.6177986043
189	0.6177245273
190	0.617679571
191	0.6176042594
192	0.6174993163
193	0.6173224732
194	0.6171064402
195	0.6169139398
196	0.6168390719
197	0.6168311517
198	0.6166933982
199	0.6166419838
200	0.616568868
201	0.6164914493
202	0.6164346695
203	0.6163234661
204	0.61627034
205	0.6162103108
206	0.6161107439
207	0.6159684307
208	0.6158920601
209	0.6156887802
210	0.615591515
211	0.6155217142
212	0.6154023741
213	0.6153078406
214	0.6152100285
215	0.6147936022
216	0.6147125166
217	0.614604406
218	0.6144952049
219	0.6142995965
220	0.6141743466
221	0.6139694137
222	0.6139080458
223	0.6136852079
224	0.6136419089
225	0.6133435792
226	0.6132343218
227	0.6131333985
228	0.6129721632
229	0.612803771
230	0.6127215343
231	0.6126209572
232	0.6124692233
233	0.6122370439
234	0.6121205843
235	0.6120924783
236	0.6118889829
237	0.6118360357
238	0.6118176385
239	0.6117433838
240	0.6116848233
241	0.6116513581
242	0.6115825865
243	0.6114795671
244	0.6113315311
245	0.6112768239
246	0.6111236318
247	0.6109408215
248	0.6108805709
249	0.6106430311
250	0.6105705847
251	0.6104588026
252	0.6104110295
253	0.6103160696
254	0.6102790311
255	0.6102273219
256	0.6101573307
257	0.610005575
258	0.6098825386
259	0.6095235219
260	0.609403691
261	0.6092841036
262	0.6091547765
263	0.6090228132
264	0.6088418127
265	0.608795304
266	0.608744903
267	0.6083963899
268	0.6082696492
269	0.6080938731
270	0.607959666
271	0.6079252059
272	0.6078921073
273	0.6078399572
274	0.6077142454
275	0.6076236302
276	0.6075667661
277	0.6075468922
278	0.6074502158
279	0.6073585748
280	0.6072068554
281	0.6070781905
282	0.6069139284
283	0.6067975827
284	0.6067129049
285	0.606562242
286	0.606490253
287	0.6064408565
288	0.6064032927
289	0.6063543758
290	0.6062561798
291	0.6061310373
292	0.6060720507
293	0.6059687701
294	0.6058890285
295	0.6058186764
296	0.6057350783
297	0.6055419877
298	0.6055131993
299	0.6053988424
300	0.6053168363
301	0.6052421256
302	0.6051392152
303	0.6050538254
304	0.6046687965
305	0.6046061747
306	0.6045539051
307	0.6043872379
308	0.604303286
309	0.6042032806
310	0.6041241806
311	0.6040617561
312	0.6040179095
313	0.6039879662
314	0.6039471528
315	0.6038958018
316	0.6036987588
317	0.603544228
318	0.603454599
319	0.6033475729
320	0.6032498573
321	0.6032153741
322	0.6031837404
323	0.6030630466
324	0.6028613772
325	0.60275482
326	0.6027064054
327	0.6026847825
328	0.6026500681
329	0.6025850877
330	0.6024452795
331	0.6022970248
332	0.6021934166
333	0.6021146596
334	0.6019913969
335	0.6018371119
336	0.6017739792
337	0.6017056345
338	0.6016366804
339	0.601579108
340	0.6014413668
341	0.6014114252
342	0.6012619701
343	0.6012157813
344	0.6011289336
345	0.6010451806
346	0.6009572749
347	0.600901099
348	0.6008629014
349	0.6007413659
350	0.6006976889
351	0.6005829212
352	0.6005300601
353	0.6004330864
354	0.6003448535
355	0.6002465635
356	0.6002026521
357	0.600122322
358	0.6000543921
359	0.5999283822
360	0.5998596767
361	0.5997812299
362	0.5997275266
363	0.5996679872
364	0.5995598938
365	0.5994945209
366	0.5994155097
367	0.5993056406
368	0.5992603963
369	0.5992065163
370	0.5990841733
371	0.5990033738
372	0.5989198715
373	0.5988456053
374	0.5985807892
375	0.5985368898
376	0.598463385
377	0.5983750039
378	0.5982792582
379	0.5982401939
380	0.5981717338
381	0.5981652119
382	0.5981286314
383	0.5979203137
384	0.597884317
385	0.5977422008
386	0.5976588862
387	0.5975283073
388	0.5974282519
389	0.597379135
390	0.5973213542
391	0.597172585
392	0.5971424964
393	0.597078377
394	0.5970082079
395	0.59689799
396	0.5968373614
397	0.5968076447
398	0.5966211442
399	0.5964902369
400	0.5964767006
401	0.5963742313
402	0.596236892
403	0.5962101084
404	0.5961606537
405	0.5958994634
406	0.5958612794
407	0.5957043086
408	0.5956707698
409	0.5955863822
410	0.5954607469
411	0.595334659
412	0.5952665732
413	0.5951822806
414	0.5951358798
415	0.5950859174
416	0.5950623599
417	0.595019527
418	0.5949666177
419	0.5948914037
420	0.5948423068
421	0.5948269037
422	0.5946096872
423	0.594501753
424	0.5944285354
425	0.5943790956
426	0.5943467665
427	0.594268963
428	0.5942195077
429	0.5941918478
430	0.5941429624
431	0.5940192802
432	0.593794881
433	0.5936885709
434	0.5935946222
435	0.5935050172
436	0.5934106003
437	0.5933998289
438	0.5933394065
439	0.5932170577
440	0.5930963378
441	0.5929717462
442	0.5929494162
443	0.5929011614
444	0.5928426124
445	0.5928034488
446	0.5926185988
447	0.5925345938
448	0.5924635723
449	0.5924057572
450	0.5923348221
451	0.5922410606
452	0.5922054046
453	0.5920809545
454	0.5920036039
455	0.5919904306
456	0.5919499069
457	0.5918942763
458	0.5918174342
459	0.5917342262
460	0.5915257895
461	0.5915034934
462	0.5914411477
463	0.5914140574
464	0.591326526
465	0.5911753291
466	0.5911455504
467	0.5910476004
468	0.5910212805
469	0.5909312666
470	0.5908721795
471	0.5907835027
472	0.5907079152
473	0.5905876402
474	0.5904806119
475	0.5904382905
476	0.590331784
477	0.5900235651
478	0.5899535376
479	0.5898387852
480	0.5897520936
481	0.5896768518
482	0.5894882965
483	0.5894201265
484	0.5893836416
485	0.5892991911
486	0.5892737037
487	0.5891934711
488	0.5891311127
489	0.5891036275
490	0.5890581115
491	0.5889626916
492	0.5888169898
493	0.5886812902
494	0.5885976606
495	0.5885746291
496	0.5885089696
497	0.5884416631
498	0.5884162541
499	0.5883275657
500	0.5882884368
501	0.5882295459
502	0.5881557377
503	0.5880288412
504	0.5879377531
505	0.5877491606
506	0.5877143621
507	0.5876384556
508	0.5875032758
509	0.5874603489
510	0.5874204287
511	0.5873493919
512	0.5870433804
513	0.5870203381
514	0.5869093206
515	0.5868385339
516	0.5867829426
517	0.586730965
518	0.5866426355
519	0.5865004945
520	0.5864147973
521	0.5863372038
522	0.5862920137
523	0.5862491072
524	0.5861432442
525	0.5860553023
526	0.5860142147
527	0.5859237434
528	0.5858580483
529	0.5858220983
530	0.5857539801
531	0.5856959929
532	0.5856826219
533	0.5856057149
534	0.5855665151
535	0.5854264171
536	0.5853962543
537	0.5853222801
538	0.585212014
539	0.5851637172
540	0.5850329406
541	0.5850002242
542	0.584970442
543	0.5848484742
544	0.5847592797
545	0.5846205706
546	0.5845415655
547	0.5844835147
548	0.5844156725
549	0.5843304912
550	0.5842982304
551	0.5842533825
552	0.5841753615
553	0.584063925
554	0.5839680486
555	0.5839031949
556	0.5838787974
557	0.5837902737
558	0.5837521637
559	0.5836868326
560	0.5836214537
561	0.5835502227
562	0.5834509884
563	0.5833362518
564	0.5832481102
565	0.5832115035
566	0.5829674088
567	0.5828790813
568	0.5827434519
569	0.5826592837
570	0.582611201
571	0.5825770064
572	0.5825572412
573	0.5825088896
574	0.5823056984
575	0.5822886716
576	0.582218008
577	0.5821696261
578	0.5821217273
579	0.5820027656
580	0.5818577733
581	0.5817553818
582	0.5816245064
583	0.5815852383
584	0.5815524423
585	0.5815115516
586	0.5814304064
587	0.5812834411
588	0.5811938438
589	0.5810802874
590	0.5810665177
591	0.580987228
592	0.5809268215
593	0.5808894567
594	0.5807777549
595	0.5807298751
596	0.5806618718
597	0.580623912
598	0.5806109469
599	0.5801960738
600	0.5801631912
601	0.5800699303
602	0.5799654063
603	0.5798104324
604	0.5797801553
605	0.5797466615
606	0.5796622582
607	0.5795784263
608	0.5795412064
609	0.5794528042
610	0.5793721816
611	0.5793066261
612	0.5792396234
613	0.5791363062
614	0.579056446
615	0.5790076197
616	0.5789800402
617	0.5789077745
618	0.5788666821
619	0.5788420586
620	0.5787148779
621	0.5786446862
622	0.5786034612
623	0.5785070979
624	0.5783947701
625	0.5783159099
626	0.5782046823
627	0.5781263537
628	0.5780149875
629	0.5778899697
630	0.5777288674
631	0.5776803339
632	0.5776374478
633	0.5775633992
634	0.5775323953
635	0.5774991206
636	0.5774468438
637	0.5773420107
638	0.5773075519
639	0.5772459594
640	0.5771783325
641	0.5770637628
642	0.5769952596
643	0.5769638695
644	0.5768618708
645	0.5767942399
646	0.5767021296
647	0.5766472395
648	0.5765372268
649	0.5764966976
650	0.5764541341
651	0.5764105142
652	0.5763333787
653	0.5762211612
654	0.5761552428
655	0.5760994225
656	0.5760368424
657	0.5759207628
658	0.5758149227
659	0.5757526354
660	0.575692223
661	0.5756340417
662	0.5754377068
663	0.5753954032
664	0.5753225029
665	0.5752749818
666	0.5751509157
667	0.5750802493
668	0.5749927587
669	0.5749242497
670	0.5749046601
671	0.574843303
672	0.5747684073
673	0.5746362405
674	0.57455767
675	0.5745173249
676	0.5744614721
677	0.5744207736
678	0.5743205001
679	0.5742647878
680	0.5741458675
681	0.5739765641
682	0.573942937
683	0.5738797896
684	0.5738647462
685	0.573816215
686	0.5737426397
687	0.5736989961
688	0.5736492228
689	0.5735966086
690	0.5735132602
691	0.5733576625
692	0.5733201544
693	0.5732580896
694	0.5731779325
695	0.5731355536
696	0.5730412501
697	0.5730154699
698	0.5729420336
699	0.5728156551
700	0.5727814474
701	0.5726514682
702	0.5725247596
703	0.5724509303
704	0.5721090629
705	0.5720126958
706	0.5719780933
707	0.5717939607
708	0.5717886663
709	0.5717378189
710	0.5716251851
711	0.5715366145
712	0.5714054636
713	0.5713299859
714	0.571250386
715	0.5711274604
716	0.5710548844
717	0.5709988622
718	0.5709662011
719	0.5708740297
720	0.5708360891
721	0.5707563658
722	0.5706951224
723	0.5706206273
724	0.5705608526
725	0.5704937617
726	0.5704672144
727	0.5704157382
728	0.57027186
729	0.5701883727
730	0.5701238536
731	0.5700903951
732	0.570005636
733	0.5699383947
734	0.5698142947
735	0.5697429509
736	0.5697050427
737	0.5696685893
738	0.5696082617
739	0.5695678755
740	0.5694751305
741	0.5694281983
742	0.5693807559
743	0.5693452575
744	0.5692871975
745	0.5692513039
746	0.569200387
747	0.5691417606
748	0.5691129928
749	0.5690049921
750	0.5689431951
751	0.5688853035
752	0.5688259083
753	0.568662496
754	0.5686218949
755	0.5685343393
756	0.5684677182
757	0.5683992335
758	0.5683571575
759	0.5682422427
760	0.5680546349
761	0.5679918404
762	0.5679631606
763	0.567857147
764	0.5678000512
765	0.567682584
766	0.5676404251
767	0.5675196344
768	0.5673958821
769	0.5673553137
770	0.5672902394
771	0.5671926215
772	0.5671294915
773	0.5669934912
774	0.5669243306
775	0.5667959974
776	0.5667235562
777	0.5666864872
778	0.56665724
779	0.5665942933
780	0.5665397112
781	0.5665093935
782	0.5665036647
783	0.5664369576
784	0.5663908256
785	0.566297626
786	0.5662093983
787	0.5661623076
788	0.5661014654
789	0.5660076137
790	0.5659738926
791	0.5658912335
792	0.5658241237
793	0.5656952363
794	0.5656391885
795	0.5655967881
796	0.5655675283
797	0.5654518317
798	0.5653433361
799	0.5652053698
800	0.5651585183
801	0.565133863
802	0.565048086
803	0.564973982
804	0.5649201839
805	0.5648084701
806	0.5647271991
807	0.5646251615
808	0.564536732
809	0.5644696713
810	0.5643547867
811	0.5642959836
812	0.5642417701
813	0.5642068452
814	0.5640952262
815	0.5640367883
816	0.5639778267
817	0.5639485929
818	0.5638784012
819	0.5637676782
820	0.5637115136
821	0.5636439763
822	0.5636022359
823	0.5634814046
824	0.5633498382
825	0.5631685972
826	0.5630866194
827	0.5630048384
828	0.5629414726
829	0.5627704871
830	0.5627512676
831	0.562684985
832	0.5626444244
833	0.5625683902
834	0.5624315456
835	0.5623201547
836	0.5622518571
837	0.5622007397
838	0.5621224755
839	0.5620279009
840	0.5619300054
841	0.5618574319
842	0.561790219
843	0.56171418
844	0.561652844
845	0.5616011293
846	0.5615105197
847	0.561441479
848	0.561352739
849	0.5612616921
850	0.5612248325
851	0.5611551331
852	0.5610539966
853	0.560910071
854	0.5608369618
855	0.5607486822
856	0.5606840166
857	0.5605580024
858	0.5604980286
859	0.5604193253
860	0.5603298221
861	0.5602403024
862	0.5601983356
863	0.560134329
864	0.5600852025
865	0.5600377656
866	0.5599346036
867	0.5598469329
868	0.5597548459
869	0.5596769907
870	0.5596096201
871	0.559534656
872	0.5594627849
873	0.559398576
874	0.5593406786
875	0.5592566027
876	0.5592217409
877	0.559160852
878	0.5591267348
879	0.5590075288
880	0.5589197895
881	0.5588354928
882	0.5587539362
883	0.5585876654
884	0.5585187453
885	0.5584604926
886	0.5581297682
887	0.5580879868
888	0.558054243
889	0.5579758691
890	0.5578994328
891	0.5577920931
892	0.5577377262
893	0.5576215204
894	0.5575546929
895	0.5574659436
896	0.5574088341
897	0.5573562924
898	0.5572092209
899	0.5571688768
900	0.5571185213
901	0.5570542941
902	0.5569923435
903	0.5569366465
904	0.5568647105
905	0.5568057022
906	0.5567733684
907	0.5567097871
908	0.5566588294
909	0.5565759408
910	0.556535843
911	0.5564854752
912	0.5564719956
913	0.5563814157
914	0.5563174954
915	0.5562479442
916	0.5561562505
917	0.5560577525
918	0.5559812891
919	0.5559366502
920	0.555545581
921	0.5555046853
922	0.5554731544
923	0.5553601465
924	0.5552827897
925	0.5551570885
926	0.555080615
927	0.5550095122
928	0.5549627701
929	0.5548784405
930	0.5548222049
931	0.5547769646
932	0.5546513465
933	0.5545814571
934	0.5545130005
935	0.5544635092
936	0.5544181486
937	0.5543569874
938	0.5542567402
939	0.5542229205
940	0.5541524135
941	0.5540519395
942	0.5539072372
943	0.5537777262
944	0.5536450817
945	0.5536043043
946	0.5535012803
947	0.5534910777
948	0.5533721908
949	0.5532925139
950	0.553216076
951	0.5531006195
952	0.5530612477
953	0.5529993132
954	0.5529262843
955	0.5526227284
956	0.5525431649
957	0.5523276248
958	0.5522562615
959	0.5521653482
960	0.5521143341
961	0.5520819355
962	0.5519963336
963	0.5518903752
964	0.551829873
965	0.5517177761
966	0.5516576165
967	0.551611946
968	0.5515561024
969	0.5515093854
970	0.5514529611
971	0.5512843483
972	0.5511775648
973	0.5510491065
974	0.5509789546
975	0.5509174316
976	0.5508255349
977	0.5507687058
978	0.5507374452
979	0.55063884
980	0.5505358238
981	0.5504534906
982	0.5503938274
983	0.5503308309
984	0.5502730917
985	0.5502196515
986	0.5501621948
987	0.5501218096
988	0.5500651907
989	0.5500003549
990	0.549890072
991	0.5498264336
992	0.5497687209
993	0.5497081573
994	0.5496534639
995	0.5495484174
996	0.5495085361
997	0.5494779442
998	0.5493796525
999	0.5493160142
